osID,title,ai_health_related,nlp_health_related,ai_disease_areas,nlp_disease_areas,agree_health,agree_areas,any_overlap,ai_only_areas,nlp_only_areas
SSRE-KRISTALLIZATOR-PCG-GAL-AI-CRYSTALLIZER-PCG-GAL-AI,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -Gal AI,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-HSP70-CRYSTALLIZER-PCG-HSP70,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-HSP70,True,False,Cancer; Cardiovascular diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Cardiovascular diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-HU-CRYSTALLIZER-PCG-HU,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-Hu,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-IGPDH-CRYSTALLIZER-PCG-IGPDH,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-IGPDH,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-ILVC-CRYSTALLIZER-PCG-ILVC,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-ilvC,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-KDU-CRYSTALLIZER-PCG-KDU,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-KDU,True,False,Cancer; Kidney diseases; Rare inherited disorders,,False,False,False,Cancer; Kidney diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-LACCASA-CRYSTALLIZER-PCG-LACCASA,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-Laccasa,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-LF-CRYSTALLIZER-PCG-LF,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-LF,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-M1-CRYSTALLIZER-PCG-M1,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-M1,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-MGL-CRYSTALLIZER-PCG-MGL,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-MGL,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-MH-CRYSTALLIZER-PCG-MH,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-MH,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-N52K-CRYSTALLIZER-PCG-N52K,Kristallizator PCG- N52K (Crystallizer PCG-N52K),False,False,,,True,True,False,,
SSRE-KRISTALLIZATOR-PCG-N52K-CRYSTALLIZER-PCG-N52K-2,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-N52K,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-NADSOY-CRYSTALLIZER-PCG-NADSOY,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-NADSoy,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-PNP-CRYSTALLIZER-PCG-PNP,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-PNP,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-PP-CRYSTALLIZER-PCG-PP,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-PP,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-PPAT-1-CRYSTALLIZER-PCG-PPAT-1,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-PPAT-1,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-PPAT-2-CRYSTALLIZER-PCG-PPAT-2,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-PPAT-2,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-PPE50-CRYSTALLIZER-PCG-PPE50,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-PPE50,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-PRPS-CRYSTALLIZER-PCG-PRPS,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-PRPS,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-PYRNP-L,The Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions Protien Crystal Growth PyrNP-L,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-SOD-CRYSTALLIZER-PCG-SOD,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-SOD,True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Neurological diseases,
SSRE-KRISTALLIZATOR-PCG-TP-CRYSTALLIZER-PCG-TP,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-TP,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-TUZN-CRYSTALLIZER-PCG-TUZN,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-TUZN,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-UP-CRYSTALLIZER-PCG-UP,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-UP,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATOR-PCG-XAA-PRO-CRYSTALLIZER-PCG-XAA-PRO,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-Xaa-pro,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-KRISTALLIZATSIA-PK-CRYSTALLIZATION-PK,Studying Plasma Dust Crystals and Liquids in Microgravity on the ISS RS - Kristallizatsia PK,False,False,,,True,True,False,,
SSRE-KRITICHESKAYA-TOCHKA-PK-CRITICAL-POINT-PK,Studying Plasma Dust Crystals and Liquids in Microgravity on the ISS RS - Kriticheskaya Tochka-PK,False,False,,,True,True,False,,
SSRE-KROMKA,Study of the Dynamics of Contaminating Substances Emission from Control Liquid Propellant Low-Thrust Jet Engines during Their Pulse Firings and Verification of the Effectiveness of Deflectors for the Protection of ISS External Surfaces from from Contamination,False,False,,,True,True,False,,
SSRE-KULONOVSKI-KRISTAL-COULOMB-CRYSTAL,Study of the Dynamics of a System of Charged Particles in a Magnetic Field in Microgravity Conditions (Kulonovski Kristal (Coulomb Crystal)),False,False,,,True,True,False,,
SSRE-KUWAIT-S-EXPERIMENT-E-COLI-C5,Kuwait&rsquo;s Experiment: Combating Climate Change Through Carbon Dioxide Consuming <em>Escherichia coli</em>,False,False,,,True,True,False,,
SSRE-LABYRINTH,Evaluation of Vestibular Dysfunction Induced by a Long-term Stay in the ISS,True,False,Neurological diseases,,False,False,False,Neurological diseases,
SSRE-LACTOLEN,The Effects of Space Flight Factors on a Lactolen Producer Strain (Lactolen),True,False,Endocrine and metabolic diseases; Women's health,,False,False,False,Endocrine and metabolic diseases; Women's health,
SSRE-LADA,LADA,False,False,,,True,True,False,,
SSRE-LADA-VPU-P3R,"Validating Vegetable Production Unit (VPU) Plants, Protocols, Procedures and Requirements (P<sup>3</sup>R) Using Currently Existing Flight Resources",False,False,,,True,True,False,,
SSRE-LANGMUIR-PROBE,Multi-Needle Langmuir Probe (m-NLP),False,False,,,True,True,False,,
SSRE-LAPLACE,Laplace,False,False,,,True,True,False,,
SSRE-LATENT-VIRUS,Incidence of Latent Virus Shedding During Space Flight,True,False,Cardiovascular diseases; Neurological diseases,,False,False,False,Cardiovascular diseases; Neurological diseases,
SSRE-LAYER-BY-LAYER-ASSEMBLY-OF-PROTEIN-BASED-ARTIFICIAL-RETINAS-IN-MICROGRAVITY,Layer-by-Layer Assembly of Protein-Based Artificial Retinas in Microgravity,True,False,Eye diseases,,False,False,False,Eye diseases,
SSRE-LDST,Long Duration Sorbent Testbed,False,False,,,True,True,False,,
SSRE-LECTENNA,LED rectifying antenna demonstration,False,False,,,True,True,False,,
SSRE-LEGO,Commercial Promotion of LEGO® Toys,False,False,,,True,True,False,,
SSRE-LEGO-BRICKS,"LEGO® Bricks, formerly known as NLO-Education-2",False,False,,,True,True,False,,
SSRE-LEOCLOUD-MDC,LEOcloud – Micro Datacenter&nbsp,False,False,,,True,True,False,,
SSRE-LEOPARD,Light Intensity Experiment with On-orbit Positioning and Satellite Ranging Demonstration,False,False,,,True,True,False,,
SSRE-LEOPARDSAT-1,Low Earth Orbit Platform for Aerospace Research and Development Satellite-1,False,False,,,True,True,False,,
SSRE-LEUKIN-2,Role of Interleukin-2 Receptor in Signal Transduction and Gravisensing Threshold of T-Lymphocytes-2,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-LIDAL,Light Ions Detector for ALTEA,True,False,Cancer; Eye diseases; Neurological diseases,,False,False,False,Cancer; Eye diseases; Neurological diseases,
SSRE-LIDAL-AX-3,Light Ions Detector for ALTEA (Ax-3),True,False,Cancer; Eye diseases; Neurological diseases,,False,False,False,Cancer; Eye diseases; Neurological diseases,
SSRE-LIGHT-1,"Detection, Monitoring, and Study of Terrestrial Gamma Ray Flashes (TGRF) in Low Earth Orbit Using a Rapid Acquisition Atmospheric Detector (RAAD) Consisting of Photo-multiplier Tubes (PMT) and Silicon Photo-multipliers (SiPM)",False,False,,,True,True,False,,
SSRE-LIGHTCUBE,LightCube CubeSat,False,False,,,True,True,False,,
SSRE-LIGHTING-EFFECTS,"Testing Solid State Lighting Countermeasures to Improve Circadian Adaptation, Sleep, and Performance During High Fidelity Analog and Flight Studies for the International Space Station",True,False,Mental health,,False,False,False,Mental health,
SSRE-LIGNOSAT,LignoSat,False,False,,,True,True,False,,
SSRE-LIQUID-BEHAVIOR,Observation of Liquid Behavior in Partial G Environment,False,False,,,True,True,False,,
SSRE-LIRIS-DEMONSTRATROR,LIRIS Demonstratror,False,False,,,True,True,False,,
SSRE-LISS,Large in Space Server,False,False,,,True,True,False,,
SSRE-LMM-BIOPHYSICS-1,The Effect of Macromolecular Transport of Microgravity Protein Crystallization,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-LMM-BIOPHYSICS-2,LMMBIO-2,False,False,,,True,True,False,,
SSRE-LMM-BIOPHYSICS-3,Growth Rate Dispersion as a Predictive Indicator for Biological Crystal Samples Where Quality Can be Improved with Microgravity Growth,True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-LMM-BIOPHYSICS-4,The Effect of Macromolecular Transport of Microgravity Protein Crystallization,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-LMM-BIOPHYSICS-5,Solution Convection and the Nucleation Precursors in Protein Crystallization,False,False,,,True,True,False,,
SSRE-LMM-BIOPHYSICS-6,Growth Rate Dispersion as a Predictive Indicator for Biological Crystal Samples Where Quality Can be Improved with Microgravity Growth,True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-LOCAD-PTS,Lab-on-a-Chip Application Development-Portable Test System,False,False,,,True,True,False,,
SSRE-LOCAD-PTS-EXPLORATION,Lab-on-a-Chip Application Development-Portable Test System - Exploration,True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Kidney diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Kidney diseases,
SSRE-LONESTAR,Low Earth Orbiting Navigation Experiment for Spacecraft Testing Autonomous Rendezvous and Docking,False,False,,,True,True,False,,
SSRE-LONG-DURATION-CYGNUS-DEMONSTRATION-FLIGHT,Demonstration of Control Moment Gyroscopes (CMGs) on the Northrop Grumman Cygnus to Enable Long-Duration Flights in Low Earth Orbit (LEO),False,False,,,True,True,False,,
SSRE-LUCY,Commercial Microgravity Protein Crystallization Services Development,True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-LUMBAR-PAIN-IN-SPACE,Lumbar Pain in Space,True,False,Musculoskeletal diseases; Neurological diseases,,False,False,False,Musculoskeletal diseases; Neurological diseases,
SSRE-LUMINA,Fiber-optic Active Dosimeter,True,False,Cancer; Cardiovascular diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Neurological diseases,
SSRE-LUNG-HOST-DEFENSE-IN-MICROGRAVITY,Lung Host Defense in Microgravity,True,False,,,False,True,False,,
SSRE-LUNG-TISSUE,The Effect of Microgravity on Stem Cell Mediated Recellularization,True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Kidney diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Kidney diseases; Musculoskeletal diseases,
SSRE-LUX-IN-SPACE,Kinetics of Enzymatic Repair Reactions after Irradiation under Microgravity by use of a Rapid Bioluminescence-based Bacterial Genotoxicity Assay,True,False,Cancer; Rare inherited disorders,,False,False,False,Cancer; Rare inherited disorders,
SSRE-LYOPHILIZATION-2,Lyophilization-2 in Microgravity,False,False,,,True,True,False,,
SSRE-MABE,Microheater Array Boiling Experiment,False,False,,,True,True,False,,
SSRE-MACE-II,Middeck Active Control Experiment-II,False,False,,,True,True,False,,
SSRE-MADE-IN-SPACE-FIBER-OPTICS,Optical Fiber Production in Microgravity,False,False,,,True,True,False,,
SSRE-MADE-IN-SPACE-RECYCLER,Made In Space - Recycler,False,False,,,True,True,False,,
SSRE-MAGN-GRW08,ExoLab 11 Substrate Optimization for Autonomous Plant Development in Microgravity,False,False,,,True,True,False,,
SSRE-MAGNETIC-3D-CELL-CULTURING,Magnetic 3D Cell Culture for Biological Research in Microgravity,True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,
SSRE-MAGVECTOR,MagVector,False,False,,,True,True,False,,
SSRE-MAI-75,Spacecraft and Modern Technologies for Personal Communications (MAI-75),False,False,,,True,True,False,,
SSRE-MALTING-ABI-VOYAGER-BARLEY-SEEDS-IN-MICROGRAVITY,Malting ABI Voyager Barley Seeds in Microgravity,False,False,,,True,True,False,,
SSRE-MANUAL-CONTROL,Assessment of Operator Proficiency Following Long-Duration Space Flight,True,False,Mental health; Musculoskeletal diseases; Neurological diseases,,False,False,False,Mental health; Musculoskeletal diseases; Neurological diseases,
SSRE-MANUAL-PILOTING,Manual Crew Override of Vehicle Landings Following G-Transitions,True,False,Cardiovascular diseases; Neurological diseases,,False,False,False,Cardiovascular diseases; Neurological diseases,
SSRE-MANUFACTURING-OF-SEMICONDUCTORS-AND-THIN-FILM-INTEGRATED-COATINGS-MSTIC,Manufacturing of Semiconductors and Thin-Film Integrated Coatings (MSTIC),False,False,,,True,True,False,,
SSRE-MAO-EYE,Spaceflight Environment Induces Remodeling of Vascular Network and Glia-vascular Communication in Mouse Retina,True,False,Cardiovascular diseases; Eye diseases; Neurological diseases,,False,False,False,Cardiovascular diseases; Eye diseases; Neurological diseases,
SSRE-MARANGONI-EXP,"Chaos, Turbulence and its Transition Process in Marangoni Convection-Exp",False,False,,,True,True,False,,
SSRE-MARANGONI-UVP,Spatio-temporal Flow Structure in Marangoni Convection,False,False,,,True,True,False,,
SSRE-MARCONISSTA,MarconISSta,False,False,,,True,True,False,,
SSRE-MARIO,Measurement of Actuation Response In Orbit,False,False,,,True,True,False,,
SSRE-MARITIME-AWARENESS,Global AIS on Space Station (GLASS),False,False,,,True,True,False,,
SSRE-MARROW,The MARROW study (Bone Marrow Adipose Reaction: Red Or White?),True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
SSRE-MARVIN-PCIM,Microgravity Research for Versatile Investigations-Phase Change in Mixtures,False,False,,,True,True,False,,
SSRE-MARVIN-TABOOS,Microgravity Research for Versatile Investigations-Thermophoretic And Brownian Optical Observation System,False,False,,,True,True,False,,
SSRE-MASSOPERENOS-MASS-TRANSFER,Study of Mass-Exchange Properties of Capillary-Porous Bodies (Root Habitable Media) in Spaceflight Conditions (Massoperenos,False,False,,,True,True,False,,
SSRE-MATI-75,Demonstrating the Effect of Restoring the Form of Billets Made of Cellular Polymer Materials (MATI-75),False,False,,,True,True,False,,
SSRE-MATISS,Microbial Aerosol Tethering on Innovative Surfaces in the International Space Station,True,False,Rare inherited disorders,,False,False,False,Rare inherited disorders,
SSRE-MATISS-4,Microbial Aerosol Tethering on Innovative Surfaces in the ISS - 4,True,False,Rare inherited disorders,,False,False,False,Rare inherited disorders,
SSRE-MATRITSA-Z1-MATRIX-Z1,Study of the Condition of CCD Matrices of Video Cameras On-Board ISS,False,False,,,True,True,False,,
SSRE-MATROSHKA-1,Matroshka-1,True,False,Cancer,,False,False,False,Cancer,
SSRE-MATROYSHKA-R-DETERMINATION-OF-THE-ABSORBED-DOSE-OF-RADIATION,Studying the Variations of the Radiation Environment Along the Flight Path and in Compartments of the International Space Station and Time History of Dose Accumulation in a Spherical and Torso Phantoms Located Inside and Outside the Station -Determination of the Absorbed Dose of Radiation(Matroyshka-R Determination of the Absorbed Dose of Radiation),True,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,
SSRE-MATROYSHKA-R-INVESTIGATIONS-OF-RADIATION-FIELDS-IN-SPACE,Studying the Variations of the Radiation Environment Along the Flight Path and in Compartments of the International Space Station and Time History of Dose Accumulation in a Spherical and Torso Phantoms Located Inside and Outside the Station-Investigations of Radiation Fields in Space (Matroyshka-R Investigations of Radiation Fields in Space),True,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,
SSRE-MATROYSHKA-R-LYULIN-5,Studying the Variations of the Radiation Environment Along the Flight Path and in Compartments of the International Space Station and Time History of Dose Accumulation in a Spherical and Torso Phantoms Located Inside and Outside the Station-LYULIN-5 (Matroyshka-R LYULIN-5),True,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,
SSRE-MATROYSHKA-R-MOSFET,Studying the Variations of the Radiation Environment Along the Flight Path and in Compartments of the International Space Station and Time History of Dose Accumulation in a Spherical and Torso Phantoms Located Inside and Outside the Station-MOSFET (Matroyshka-R MOSFET),True,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,
SSRE-MATROYSHKA-R-PADLES-ROSCOSMOS,Studying the Variations of the Radiation Environment Along the Flight Path and in Compartments of the International Space Station and Time History of Dose Accumulation in a Spherical and Torso Phantoms Located Inside and Outside the Station&ndash;PADLES (Matroyshka-R PADLES),True,False,Cancer; Cardiovascular diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Neurological diseases,
SSRE-MATROYSHKA-R-SHIELD-PROTECTION,Studying the Variations of the Radiation Environment Along the Flight Path and in Compartments of the International Space Station and Time History of Dose Accumulation in a Spherical and Torso Phantoms Located Inside and Outside the Station-Shield Protection (Matroyshka-R Shield Protection),True,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,
SSRE-MATROYSHKA-R-SOLAR-RADIATION,Studying the Variations of the Radiation Environment Along the Flight Path and in Compartments of the International Space Station and Time History of Dose Accumulation in a Spherical and Torso Phantoms Located Inside and Outside the Station-Solar radiation (Matroyshka-R Solar radiation),True,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,
SSRE-MATRYESHKA-R-BUBBLE,Studying the Variations of the Radiation Environment Along the Flight Path and in Compartments of the International Space Station and Time History of Dose Accumulation in a Spherical and Torso Phantoms Located Inside and Outside the Station-BUBBLE (Matryeshka-R BUBBLE),True,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,
SSRE-MATRYOSHKA-R-ANTHROPOMORPHOUS-PHANTOM,Studying the Variations of the Radiation Environment Along the Flight Path and in Compartments of the International Space Station and Time History of Dose Accumulation in a Spherical and Torso Phantoms Located Inside and Outside the Station-Anthropomorphous Phantom (Matryoshka-R Anthropomorphous Phantom),True,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,
SSRE-MATRYOSHKA-R-SPD,Studying the Variations of the Radiation Environment Along the Flight Path and in Compartments of the International Space Station and Time History of Dose Accumulation in a Spherical and Torso Phantoms Located Inside and Outside the Station-SPD (Matryoshka-R SPD),True,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,
SSRE-MATRYOSHKA-R-SPHERICAL-PHANTOM,Studying the Variations of the Radiation Environment Along the Flight Path and in Compartments of the International Space Station and Time History of Dose Accumulation in a Spherical and Torso Phantoms Located Inside and Outside the Station-Spherical Phantom (Matryoshka-R Spherical Phantom),True,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,
SSRE-MATURATION-STUDY-OF-BIOFABRICATED-MYOCYTE-CONSTRUCT,Maturation Study of Biofabricated Myocyte Construct,True,False,Cardiovascular diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Musculoskeletal diseases,
SSRE-MAUI,Maui Analysis of Upper Atmospheric Injections,False,False,,,True,True,False,,
SSRE-MAXI,Monitor of All-sky X-ray Image,False,True,,Cardiovascular diseases; Endocrine and metabolic diseases,False,False,False,,Cardiovascular diseases; Endocrine and metabolic diseases
SSRE-MBRSC-MOD9,The Mohammed bin Rashid Space Centre (MBRSC) Science in Space Competition,False,False,,,True,True,False,,
SSRE-MCE,Multi-mission Consolidated Equipment,False,True,,Cardiovascular diseases,False,False,False,,Cardiovascular diseases
SSRE-MDRV,Microbial Drug Resistance and Virulence,True,False,,,False,True,False,,
SSRE-MDS,Mice Drawer System,True,True,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,Cancer,True,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,Cancer
SSRE-MED-2,Miniature Exercise Device,True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,
SSRE-MEDAKA-OSTEOCLAST,Medaka Osteoclast,True,False,Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases,
SSRE-MEDAKA-OSTEOCLAST-2,Effect of microgravity on osteoclasts and the analysis of the gravity sensing system in medaka,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
SSRE-MEDCHECKER-AX-1,MedChecker,False,False,,,True,True,False,,
SSRE-MEDICAL-CONSUMABLES-TRACKING,Medical Consumables Tracking,False,False,,,True,True,False,,
SSRE-MEDICAL-PROTEOMICS,Medical Proteome Analysis of Osteoporosis and Bone Mass-related Proteins Using the Kibo Japanese Experiment Module of International Space Station,True,True,Musculoskeletal diseases,Musculoskeletal diseases,True,True,True,,
SSRE-MEGACHILE-ROTUNDATA-PROPRIOCEPTION-AND-FLIGHT-PATTERNS-IN-MICROGRAVITY,Megachile rotundata Proprioception and Flight Patterns in Microgravity,True,False,Musculoskeletal diseases; Neurological diseases,,False,False,False,Musculoskeletal diseases; Neurological diseases,
