osID,title,tier,tier_label,health_related,disease_areas,primary_disease_area,nlp_classified,ai_classified,ai_confidence,nlp_mesh_evidence,classification_source
SSRE-ISRO-CYANOBACTERIA-EXPERIMENT,Comparative Growth and Proteomics Responses of Cyanobacteria on Urea and Nitrate in Microgravity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISS-ACOUSTICS,International Space Station Acoustic Measurement Program,3,Uncertain,True,Cardiovascular diseases; Neurological diseases; Mental health,Cardiovascular diseases,False,True,0.6,,ai_low
SSRE-ISS-BOEING-ANTIMICROBIAL-COATING,ISS Boeing Antimicrobial Coating,3,Uncertain,True,Cardiovascular diseases; Kidney diseases; Rare inherited disorders,Cardiovascular diseases,False,True,0.3,,ai_low
SSRE-ISS-CREW-READINESS-PHASE-2,ISS Compute at the Edge &ndash; Crew Readiness Demonstration,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISS-EDGE-COMPUTING-ON-MAND,Lonestar Celestium ISS Edge Computing Demonstration,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISS-EXTERNAL-MICROORGANISMS,ISS External Microorganisms,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISS-HAM-RADIO-AX-1,ISS Ham Radio (Ax-1),0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISS-HAM-RADIO-AX-2,ISS Ham Radio (Ax-2),0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISS-HAM-RADIO-AX-3,ISS Ham Radio (Ax-3),0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISS-HAM-RADIO-AX-4,ISS Ham Radio (Ax-4),0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISS-HERA,International Space Station Hybrid Electronic Radiation Assessor,2,Probable,True,Cancer; Cardiovascular diseases; Neurological diseases,Cancer,False,True,0.85,,ai_high
SSRE-ISS-HIGH-EFFICIENCY-PARTICLE-FILTER-ANALYSIS,International Space Station High Efficiency Particle Filter Analysis,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISS-INTERNAL-ENVIRONMENTS,International Space Station Internal Environments,1,Confirmed,True,Neurological diseases; Endocrine and metabolic diseases; Rare inherited disorders,Neurological diseases,True,True,0.4,D006527,nlp+ai
SSRE-ISS-INTERNAL-RADIATION-MONITORING,International Space Station Internal Radiation Monitoring,1,Confirmed,True,Cancer; Musculoskeletal diseases; Rare inherited disorders,Cancer,True,True,0.95,D011045|D009369,nlp+ai
SSRE-ISS-MEDICAL-MONITORING,International Space Station Medical Monitoring,1,Confirmed,True,Neurological diseases; Cardiovascular diseases; Musculoskeletal diseases; Eye diseases; Cancer; Rare inherited disorders,Neurological diseases,True,True,0.85,D020246|D001851|D002386|D059352|D010146|D018980|D006261|D054556|D015352|D010024|D054971|D009369|D010211|D001930|D007405|D006940,nlp+ai
SSRE-ISS-RAPIDSCAT,ISS-RapidScat,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISS-SURVEYOR,Neutralino Space ISS Surveyor,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISSAC,International Space Station Agricultural Camera,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISS-CREAM,Cosmic Ray Energetics and Mass for the International Space Station,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISSET-3,International Space School Educational Trust-3,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISSET-NANORACKS-MISSION-DISCOVERY-4,ISSET-Nanoracks-Mission Discovery 4,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISSET-NANORACKS-MISSION-DISCOVERY-5,ISSET-Nanoracks-Mission Discovery 5,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISSET-NANORACKS-UWS-1,Mission Discovery International Space School Educational Trust – The University of the West of Scotland Plant Monitoring Investigation in Microgravity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISSET-NANORACKS-UWS-2,ISSET-Nanoracks-UWS 2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISSI,In Space Soldering Investigation,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISSIFQE,Intelligent Space System Interface Flight Qualification Experiment,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISSPRESSO,ISSpresso,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISTAR-COMM-DELAY-PREP,ISS Testbed for Analog Research Communication Delay Preparation,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ISTAR-CREW-AUTONOMOUS-PROCEDURES,ISS Testbed for Analog Research Crew Autonomous Procedures,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ITF-2,Imagine The Future-2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-IT-SPINS,The Ionosphere Thermosphere Scanning Photometer for Ion-&shy;Neutral Studies,0,Not health-related,False,,,False,False,0.75,,none
SSRE-IVA-CLOTHING-STUDY,Intravehicular Activity Clothing Study,0,Not health-related,False,,,False,False,0.75,,none
SSRE-IVA-CLOTHING-STUDY-ODEZHDA-VNUKD-ROSCOSMOS,IVA Clothing Study (Odezhda VnuKD)-Roscosmos,0,Not health-related,False,,,False,False,0.75,,none
SSRE-IVGEN,IntraVenous Fluid GENeration for Exploration Missions,2,Probable,True,Cardiovascular diseases; Kidney diseases; Endocrine and metabolic diseases,Cardiovascular diseases,False,True,0.7,,ai_high
SSRE-IVGEN-MINI,Intravenous Fluid Generation – Mini,3,Uncertain,True,Kidney diseases; Cardiovascular diseases; Endocrine and metabolic diseases,Kidney diseases,False,True,0.6,,ai_low
SSRE-IZGIB,A Study of the Effects of Onboard System Operating Modes on ISS Flight Conditions,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAFDIS,JAMSS Automated File Dump Innovation System Technical Demonstration,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAGSAT,Spatially Resolved Measurements of Plasma Density Irregularities in the Ionosphere F Region for Scintillation Studies,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAGUAR-SPACE-ONE,Jaguar Space One,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAMSS-ODOR-VISUALIZATION-AX-2,JAMSS Odor Visualization (Ax-2),0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAMSS-PHOTOCATALYST-AX-1,JAMSS Photocatalyst,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-3DPC-2-ROSCOSMOS,JAXA 3DPC-2-Roscosmos,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-3DPC-ROSCOSMOS,JAXA 3DPC-Roscosmos,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-COLLOIDAL-CLUSTERS,Japan Aerospace Exploration Agency Multicomponent Colloidal Clusters Experiments,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-ELF,Electrostatic Levitation Furnace (ELF),0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-EPO-1,Japan Aerospace Exploration Agency Education Payload Observation 1,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-EPO-10,JAXA Education Payload Observation 10,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-EPO-12,JAXA Education Payload Observation 12,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-EPO-13,JAXA Public Relations Activity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-EPO-14,JAXA Public Relations Activity 14,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-EPO-15,JAXA Public Relations Activity 15,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-EPO-2,Japan Aerospace Exploration Agency Education Payload Observation 2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-EPO-3,Japan Aerospace Exploration Agency Education Payload Observation 3,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-EPO-4,Japan Aerospace Exploration Agency Education Payload Observation 4,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-EPO-5,Japan Aerospace Exploration Agency Education Payload Observation 5,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-EPO-6,Japan Aerospace Exploration Agency Education Payload Observation 6,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-EPO-7,Japan Aerospace Exploration Agency Education Payload Observation 7,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-EPO-8,Japan Aerospace Exploration Agency Education Payload Observation 8,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-EPO-9,Japan Aerospace Exploration Agency Education Payload Observation 9,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-LOW-TEMP-PCG,Japan Aerospace Exploration Agency Low Temperature Protein Crystallization Growth,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-JAXA-MODERATE-TEMP-PCG,Japan Aerospace Exploration Agency Moderate Temperature Protein Crystallization Growth,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-JAXA-PCG,Japan Aerospace Exploration Agency Protein Crystallization Growth,1,Confirmed,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,True,True,0.6,D050031,nlp+ai
SSRE-JAXA-PCG-DEMO,JAXA High Quality Protein Crystal Growth Demonstration Experiment,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-JAXA-SECRETS,Secure Laser Communications between International Space Station and Ground Station,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-SPACE-FOOD-CREW-PROVISIONING-AND-FRESH-FOOD-VIDEO-TAKING,"JAXA Space Food, Crew Provisioning and Fresh Food Video Taking",3,Uncertain,True,Endocrine and metabolic diseases; Mental health,Endocrine and metabolic diseases,False,True,0.4,,ai_low
SSRE-JAXA-ASTROREPORT,Japan Aerospace and Exploration Agency - Astronaut Report,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-GCF,Japan Aerospace and Exploration Agency - Granada Crystallization Facility High Quality Protein Crystallization Project,1,Confirmed,True,Neurological diseases; Musculoskeletal diseases; Rare inherited disorders,Neurological diseases,True,True,0.9,D003711|D020388,nlp+ai
SSRE-JAXA-HDTV,Activation and Test Downlink of HDTV System,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-UAE-EPO,JAXA-UAE Camera Robot Education Project,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JAXA-UN-VIDEO-TAKE,United Nations Video Shooting by JAXA Astronaut,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JEM-DRCS,JEM Demonstration of CO<sub>2</sub> Removal System,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JEM-INTERNAL-BALL-CAMERA,JEM Internal Ball Camera,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JEM-INTERNAL-BALL-CAMERA-2-INT-BALL2,JEM Internal Ball Camera 2 (Int-Ball2),0,Not health-related,False,,,False,False,0.75,,none
SSRE-JEM-IR-CAMERA-DEMO,Demonstration of MPEP (JEMRMS Multi-Purpose Experiment Platform)-Mounted Far Infrared Camera,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JEM-MICROBE,"Evaluation of Indoor Microbial Environment in JEM, Kibo Japanese Module",3,Uncertain,True,Rare inherited disorders; Cardiovascular diseases; Neurological diseases,Rare inherited disorders,False,True,0.3,,ai_low
SSRE-JEM-WATER-RECOVERY-SYSTEM,Demonstration of JEM Water Recovery System,0,Not health-related,False,,,False,False,0.75,,none
SSRE-JOINT-PARTIAL-GRAVITY-RODENT-RESEARCH-JPG-RR-MOUSE-HABITAT-UNIT-8-BOUXSEIN,Dose-Response Study of Musculoskeletal Outcomes Following Centrifugation in Adult Mice on ISS,2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
SSRE-JOINT-PARTIAL-GRAVITY-RODENT-RESEARCH-JPG-RR-MOUSE-HABITAT-UNIT-8-FULLER,"Adaptation of Mouse Systems Physiology to Artificial Gravity via Centripetal Acceleration: Timing, Metabolism & Aging",2,Probable,True,Eye diseases; Endocrine and metabolic diseases,Eye diseases,False,True,0.9,,ai_high
SSRE-JOINT-PARTIAL-GRAVITY-RODENT-RESEARCH-JPG-RR-MOUSE-HABITAT-UNIT-8-TAKAHASHI,Effects of Partial Gravity on Mammals and their Next Generations,0,Not health-related,False,,,True,True,0.9,,none
SSRE-JOINT-PARTIAL-GRAVITY-RODENT-RESEARCH-JPG-RR-MOUSE-HABITAT-UNIT-8-VITATERNA,Effects of Partial Gravity on Multi-system Mammalian Physiology: Microbiome and Related Systems,2,Probable,True,Endocrine and metabolic diseases; Musculoskeletal diseases; Cardiovascular diseases; Neurological diseases; Mental health,Endocrine and metabolic diseases,False,True,0.75,,ai_high
SSRE-JOURNALS,Behavioral Issues Associated with isolation and Confinement: Review and Analysis of Astronaut Journals,2,Probable,True,Mental health,Mental health,False,True,0.9,,ai_high
SSRE-KAF,Crystalization of th Protein Caf1M and its Combination with the Terminal Peptide Caf1 as the Elements for the Development of a New Generation of Antimicrobial Medicinal Preparations and Components of Vaccines from Yeasts,3,Uncertain,True,Rare inherited disorders,Rare inherited disorders,False,True,0.35,,ai_low
SSRE-KAKUDA-SPACE-RICE,Kakuda Space Rice,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAPLYA-2-DROP-2,Studying the Hydrodynamics and Heat Transfer of Monodisperse Droplet Streams in Microgravity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-01,KAR 01,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-02,KAR 02,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-03,KAR 03,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-04,KAR 04,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-05,KAR 05,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-06,KAR 06,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-07,KAR 07,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-08,KAR 08,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-09,KAR 09,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-10,KAR 10,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-11,KAR 11,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-12,KAR 12,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-13,KAR 13,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-14,KAR 14,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KAR-15,KAR 15,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KARDIOVEKTOR,Kardiovektor,0,Not health-related,False,,,False,True,0.95,,none
SSRE-KASKAD-CASCADE,Studying the Processes of Culturing Various Types of Cells (Kaskad),3,Uncertain,True,Cancer; Cardiovascular diseases; Neurological diseases; Musculoskeletal diseases; Endocrine and metabolic diseases,Cancer,False,True,0.6,,ai_low
SSRE-KAZO-SPACE-RICE,Mission to Future Space Agriculture<br><br>,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KENTUCKY-RE-ENTRY-PROBE-EXPERIMENT-KREPE,Kentucky Re-Entry Probe Experiment (KREPE),0,Not health-related,False,,,False,False,0.75,,none
SSRE-KHIMIYA-OBRAZOVANIJE-CHEMISTRY-EDUCATION,Khimiya-Obrazovanije (Chemistry-Education),0,Not health-related,False,,,False,False,0.75,,none
SSRE-KHLOROPHYL,Observation of the Chlorophyll Chromatography Process in Weightlessness,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KHROMATOMASS-SPECTR-M-CHROMATOMASS-SPECTR-M,Khromatomass-Spectr-M (Chromatomass-Spectr-M),0,Not health-related,False,,,False,False,0.75,,none
SSRE-KIBO-AVATAR-X,JEM Commerial (Avatar-X),0,Not health-related,False,,,False,False,0.75,,none
SSRE-KIBO-KIDS-TOUR,Kibo Kids Tour,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KIBO-ROBOT-PROGRAMMING-CHALLENGE,Kibo-Robot Programming Challenge 5 (Robo-Pro Challenge 5),0,Not health-related,False,,,False,False,0.75,,none
SSRE-KIBO-STUDIO-1,KIBO Studio 1,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KIBO-UTILIZATION-SYMPO-2021,ISS &quot;Kibo&quot; Utilization Symposium 2021 Special Dialog,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KICKSAT-2,KickSat-2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KID-FORUM-CONNECTION,Kid Forum Connection,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KIDNEY-CELLS,Effects of Microgravity on the Structure and Function of Proximal and Distal Tubule MPS,2,Probable,True,Kidney diseases,Kidney diseases,False,True,0.9,,ai_high
SSRE-KIDNEY-CELLS-02,Effects of Microgravity on the Structure and Function of Proximal and Distal Tubule MPS,2,Probable,True,Kidney diseases,Kidney diseases,False,True,0.9,,ai_high
SSRE-KIDS-IN-MICRO-G,Kids In Micro-gravity (2009-2010),3,Uncertain,True,Musculoskeletal diseases; Cardiovascular diseases; Endocrine and metabolic diseases,Musculoskeletal diseases,False,True,0.4,,ai_low
SSRE-KIDS-IN-MICRO-G-2,Kids In Microgravity-2 (2010-2011),3,Uncertain,True,Musculoskeletal diseases; Cardiovascular diseases; Endocrine and metabolic diseases,Musculoskeletal diseases,False,True,0.4,,ai_low
SSRE-KITSUNE,HAK Consortium,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KNACKSAT-2,KMUTNB Academic Challenge of Knowledge - II,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KOALESTSENTSIA-PK-COALESCENCE-PK,Studying Plasma Dust Crystals and Liquids in Microgravity on the ISS RS - Koalestsentsia-PK,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KOLIBRI-2000-HUMMINGBIRD-2000,Developmental Testing of the Kolibry Microsatellite Deployment Profile,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KONSTANTA-CONSTANT,Studying the Impact of Spaceflight Factors on Enzyme Activity,3,Uncertain,True,Endocrine and metabolic diseases; Cardiovascular diseases; Musculoskeletal diseases; Neurological diseases,Endocrine and metabolic diseases,False,True,0.6,,ai_low
SSRE-KONSTRUCTOR,"Filming of Space Robot ""Jitter"" Assembled out of Legos",0,Not health-related,False,,,False,False,0.75,,none
SSRE-KONTUR-CONTOUR,Development of a System of Supervisory Control Over the Internet of the Robotic Manipulator in the Russian Segment of ISS,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.9,,ai_high
SSRE-KONUSY-MAKHA-PK-MACH-CONES-PK,Studying Plasma Dust Crystals and Liquids in Microgravity on the ISS RS - Konusy Makha-PK,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KONYUGATSIA-EFR,Optimizing the process of genetic material transmission using bacterial conjugation,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KONYUGATSIA-SOD-CONJUGATION-SOD,Optimizing the process of genetic material transmission using bacterial conjugation,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KOSMOKARD,Kosmokard,0,Not health-related,False,,,False,True,0.95,,none
SSRE-KRAKEN,Ouija,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KRAKSAT,KRAKsat,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KREPE-2,Kentucky Re-entry Probe Experiment-2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KREPE-3,Kentucky Re-entry Probe Experiment-3,0,Not health-related,False,,,False,False,0.75,,none
SSRE-KRISTALLIZATOR,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions,3,Uncertain,True,Cancer; Rare inherited disorders; Neurological diseases; Endocrine and metabolic diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-N52K-CRYSTALLIZER-PCG-N52K,Kristallizator PCG- N52K (Crystallizer PCG-N52K),0,Not health-related,False,,,False,False,0.75,,none
SSRE-KRISTALLIZATOR-PCG-2Q02-CRYSTALLIZER-PCG-2Q02,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions - PCG-2Q02,3,Uncertain,True,Cancer; Rare inherited disorders; Cardiovascular diseases; Neurological diseases; Endocrine and metabolic diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-3E8O-CRYSTALLIZER-PCG-3E8O,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions - PCG-3E8O,3,Uncertain,True,Cancer; Rare inherited disorders; Cardiovascular diseases; Neurological diseases; Endocrine and metabolic diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-3LOT,Kristallizator PCG-3LOT (Crystallizer PCG-3LOT),0,Not health-related,False,,,False,False,0.75,,none
SSRE-KRISTALLIZATOR-PCG-ALCDH-1998,Kristallizator PCG-AlcDH-1998 (Crystallizer PCG-AlcDH-1998),0,Not health-related,False,,,False,False,0.75,,none
SSRE-KRISTALLIZATOR-PCG-ALDDH-CRYSTALLIZER-PCG-ALDDH,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-AldDH,3,Uncertain,True,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-ALDDH1147,Kristallizator PCG-AldDH1147 (Crystallizer PCG-AldDH1147),3,Uncertain,True,Cancer; Rare inherited disorders; Cardiovascular diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-ALGSUL-CRYSTALLIZER-PCG-ALGSUL,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-ALGSul,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.4,,ai_low
SSRE-KRISTALLIZATOR-PCG-ALO-CRYSTALLIZER-PCG-ALO,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-AlO,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-AMD,Kristallizator PCG-Amd (Crystallizer PCG-Amd),0,Not health-related,False,,,False,False,0.75,,none
SSRE-KRISTALLIZATOR-PCG-CNTVPAR-CRYSTALLIZER-PCG-CNTVPAR,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-CNTvPar,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-CPT-CRYSTALLIZER-PCG-CPT,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-CPT,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-DNA-LIGASA-CRYSTALLIZER-PCG-DNA-LIGASA,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-DNA-Ligasa,3,Uncertain,True,Cancer; Rare inherited disorders; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-ES-CRYSTALLIZER-PCG-ES,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-Es,3,Uncertain,True,Cancer; Rare inherited disorders; Cardiovascular diseases; Neurological diseases; Endocrine and metabolic diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-FBA-CRYSTALLIZER-PCG-FBA,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-FBA,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-FP-CRYSTALLIZER-PCG-FP,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-FP,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-GAL-AI-CRYSTALLIZER-PCG-GAL-AI,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -Gal AI,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-HSP70-CRYSTALLIZER-PCG-HSP70,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-HSP70,2,Probable,True,Cancer; Neurological diseases; Cardiovascular diseases; Rare inherited disorders,Cancer,False,True,0.7,,ai_high
SSRE-KRISTALLIZATOR-PCG-HU-CRYSTALLIZER-PCG-HU,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-Hu,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-IGPDH-CRYSTALLIZER-PCG-IGPDH,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-IGPDH,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.4,,ai_low
SSRE-KRISTALLIZATOR-PCG-ILVC-CRYSTALLIZER-PCG-ILVC,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-ilvC,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.4,,ai_low
SSRE-KRISTALLIZATOR-PCG-KDU-CRYSTALLIZER-PCG-KDU,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-KDU,2,Probable,True,Kidney diseases; Cancer; Rare inherited disorders,Kidney diseases,False,True,0.7,,ai_high
SSRE-KRISTALLIZATOR-PCG-LACCASA-CRYSTALLIZER-PCG-LACCASA,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-Laccasa,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.4,,ai_low
SSRE-KRISTALLIZATOR-PCG-LF-CRYSTALLIZER-PCG-LF,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-LF,2,Probable,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.7,,ai_high
SSRE-KRISTALLIZATOR-PCG-M1-CRYSTALLIZER-PCG-M1,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-M1,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-MGL-CRYSTALLIZER-PCG-MGL,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-MGL,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
SSRE-KRISTALLIZATOR-PCG-MH-CRYSTALLIZER-PCG-MH,Crystallizing Biological Macromolecules and Obtaining Biocrystalline Films in Microgravity Conditions -PCG-MH,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Neurological diseases,Cancer,False,True,0.6,,ai_low
