osID,title,objectives,approach,results,sponsoringAgency,researchAreas,nasaPrograms,factors,publications_count,publication_titles,principal_investigator,pi_institution,all_people,releaseDate,source_url,health_related,disease_areas,primary_disease_area,relevance_type,classification_source,non_health_category
OS-73,STS-106 Plate Fate Logsheets,"This paragraph represents the ""Synapteogenesis in Microgravity"" experiment objective. 

The effects of spaceflight on nervous system development and neuromuscular synapse formation were tested in a model genetic organism, Drosophila melanogaster. Specific objectives were: 
1) To utilize the organism's genetic expression of a highly fluorescent mutant form of Green Fluorescent Protein (GFP) to visualize singly identified motoneurons and muscle targets as well as all aspects of the nervous system development
2) To examine the critical developmental times of Drosophila embryos and larvae for the effects of microgravity during spaceflight.","Both embryos and larvae at different stages in development were prepared, examined with fluorescent microscopy, and stored at 11 degrees C in order to arrest development. Specimens were housed on petri plates containing a culture medium in the incubator containment module (ICM) and launched on the STS-93 mission. The petri dishes were housed in seven Group Activation Packages (GAPs) within the ICM. At specific time points inflight, each GAP was heated to 25 degrees C to restart development for a set duration. Prior to landing and recovery, the GAPs were be cooled to 11 degrees C to halt development. Cell-specific Green Fluorescent Protein (GFP) expression methodologies were used to analyze the data. This allows targeting errors and subtle defects to be detected in a large sample set.","Results include data on egg and embryo counts for sample preparation during launch cycles 1-4.

Files:
PlateFateLogsheets.pdf (scan of hardcopies submitted by PI)
Egglay logsheet1.jpg (scan of hardcopies submitted by PI)
Egglay logsheet2.jpg (scan of hardcopies submitted by PI)",National Aeronautics and Space Administration (NASA),,,,0,,Haig S. Keshishian,Yale University,Debra Reiss- Bubenheim; Haig S. Keshishian; Chirag Vyas; Rudolph A. Aquilina; Sharmila Bhattacharya,26-May-2023,https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-73,True,Musculoskeletal diseases,Musculoskeletal diseases,direct,keyword,
OS-74,STS-106 Flight Sample Processing,"This paragraph represents the ""Synapteogenesis in Microgravity"" experiment objective. 

The effects of spaceflight on nervous system development and neuromuscular synapse formation were tested in a model genetic organism, Drosophila melanogaster. Specific objectives were: 
1) To utilize the organism's genetic expression of a highly fluorescent mutant form of Green Fluorescent Protein (GFP) to visualize singly identified motoneurons and muscle targets as well as all aspects of the nervous system development
2) To examine the critical developmental times of Drosophila embryos and larvae for the effects of microgravity during spaceflight.","Both embryos and larvae at different stages in development were prepared, examined with fluorescent microscopy, and stored at 11 degrees C in order to arrest development. Specimens were housed on petri plates containing a culture medium in the incubator containment module (ICM) and launched on the STS-93 mission. The petri dishes were housed in seven Group Activation Packages (GAPs) within the ICM. At specific time points inflight, each GAP was heated to 25 degrees C to restart development for a set duration. Prior to landing and recovery, the GAPs were be cooled to 11 degrees C to halt development. Cell-specific Green Fluorescent Protein (GFP) expression methodologies were used to analyze the data. This allows targeting errors and subtle defects to be detected in a large sample set.","Results include data logs on postflight sample processing.  Data include score sheets on whole mount processing, fillet preparations of samples, and scoresheets for histological processing protocols.  Also included is word document on flight sample encoding.

STS 106 (NIHB1) Flight Sample Planned processing log.doc
STS 106 (NIHB1) Flight Sample Actual Processing.doc
STS 106 (NIHB1) Flight Sample Code.doc
STS 106 (NIHB1) Flight Slide log.doc",National Aeronautics and Space Administration (NASA),,,,0,,Haig S. Keshishian,Yale University,Debra Reiss- Bubenheim; Haig S. Keshishian; Chirag Vyas; Rudolph A. Aquilina; Sharmila Bhattacharya,26-May-2023,https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-74,True,Musculoskeletal diseases,Musculoskeletal diseases,direct,keyword,
OS-75,STS-106 Ground Control and Flight Fillet Scores,"This paragraph represents the ""Synapteogenesis in Microgravity"" experiment objective. 

The effects of spaceflight on nervous system development and neuromuscular synapse formation were tested in a model genetic organism, Drosophila melanogaster. Specific objectives were: 
1) To utilize the organism's genetic expression of a highly fluorescent mutant form of Green Fluorescent Protein (GFP) to visualize singly identified motoneurons and muscle targets as well as all aspects of the nervous system development
2) To examine the critical developmental times of Drosophila embryos and larvae for the effects of microgravity during spaceflight.","Both embryos and larvae at different stages in development were prepared, examined with fluorescent microscopy, and stored at 11 degrees C in order to arrest development. Specimens were housed on petri plates containing a culture medium in the incubator containment module (ICM) and launched on the STS-93 mission. The petri dishes were housed in seven Group Activation Packages (GAPs) within the ICM. At specific time points inflight, each GAP was heated to 25 degrees C to restart development for a set duration. Prior to landing and recovery, the GAPs were be cooled to 11 degrees C to halt development. Cell-specific Green Fluorescent Protein (GFP) expression methodologies were used to analyze the data. This allows targeting errors and subtle defects to be detected in a large sample set.","Results include data from Histological observations on ground controls and flight sample fillets preparations.

STS106 Fillet scores data branch and boutons.xls
STS106 Fillet scores data ectopics and satellites.xls",National Aeronautics and Space Administration (NASA),,,,0,,Haig S. Keshishian,Yale University,Debra Reiss- Bubenheim; Haig S. Keshishian; Chirag Vyas; Rudolph A. Aquilina; Sharmila Bhattacharya,26-May-2023,https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-75,True,Musculoskeletal diseases,Musculoskeletal diseases,direct,keyword,
OS-76,STS-106 Ground Control GAP Temperature Profiles,"This paragraph represents the ""Synapteogenesis in Microgravity"" experiment objective. 

The effects of spaceflight on nervous system development and neuromuscular synapse formation were tested in a model genetic organism, Drosophila melanogaster. Specific objectives were: 
1) To utilize the organism's genetic expression of a highly fluorescent mutant form of Green Fluorescent Protein (GFP) to visualize singly identified motoneurons and muscle targets as well as all aspects of the nervous system development
2) To examine the critical developmental times of Drosophila embryos and larvae for the effects of microgravity during spaceflight.","Both embryos and larvae at different stages in development were prepared, examined with fluorescent microscopy, and stored at 11 degrees C in order to arrest development. Specimens were housed on petri plates containing a culture medium in the incubator containment module (ICM) and launched on the STS-93 mission. The petri dishes were housed in seven Group Activation Packages (GAPs) within the ICM. At specific time points inflight, each GAP was heated to 25 degrees C to restart development for a set duration. Prior to landing and recovery, the GAPs were be cooled to 11 degrees C to halt development. Cell-specific Green Fluorescent Protein (GFP) expression methodologies were used to analyze the data. This allows targeting errors and subtle defects to be detected in a large sample set.","Results include data from Temperature profiles from ""ICM"" and ”HOBO” units for postflight ground controls.  Data from GAPS D-E-F-G.  Profiles are matched to observed temperatures excusions on flight STS106.

Filename:
STS 106 (NIHB1) Ground Control GAP D.xls
STS 106 (NIHB1) Ground Control GAP E.xls
STS 106 (NIHB1) Ground Control GAP F and G.xls
STS 106 (NIHB1) raw temp logs, Friday July13 run (GAP E).xls
STS 106 (NIHB1) raw temp logs, Tuesday June 26 run.xls
STS 106 (NIHB1) raw temp logs, Tuesday May 29 run.xls",National Aeronautics and Space Administration (NASA),,,,0,,Haig S. Keshishian,Yale University,Debra Reiss- Bubenheim; Haig S. Keshishian; Chirag Vyas; Rudolph A. Aquilina; Sharmila Bhattacharya,26-May-2023,https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-76,True,Musculoskeletal diseases,Musculoskeletal diseases,direct,keyword,
OS-77,STS-106 Flight Environmental Data,"This paragraph represents the ""Synapteogenesis in Microgravity"" experiment objective. 

The effects of spaceflight on nervous system development and neuromuscular synapse formation were tested in a model genetic organism, Drosophila melanogaster. Specific objectives were: 
1) To utilize the organism's genetic expression of a highly fluorescent mutant form of Green Fluorescent Protein (GFP) to visualize singly identified motoneurons and muscle targets as well as all aspects of the nervous system development
2) To examine the critical developmental times of Drosophila embryos and larvae for the effects of microgravity during spaceflight.","Both embryos and larvae at different stages in development were prepared, examined with fluorescent microscopy, and stored at 11 degrees C in order to arrest development. Specimens were housed on petri plates containing a culture medium in the incubator containment module (ICM) and launched on the STS-93 mission. The petri dishes were housed in seven Group Activation Packages (GAPs) within the ICM. At specific time points inflight, each GAP was heated to 25 degrees C to restart development for a set duration. Prior to landing and recovery, the GAPs were be cooled to 11 degrees C to halt development. Cell-specific Green Fluorescent Protein (GFP) expression methodologies were used to analyze the data. This allows targeting errors and subtle defects to be detected in a large sample set.","Results include environmental data from middeck for STS-106, including temperature and g force.

Files:
Environmental data.xls
STS106 -Landing Accelerations.xls",National Aeronautics and Space Administration (NASA),,,,0,,Haig S. Keshishian,Yale University,Debra Reiss- Bubenheim; Haig S. Keshishian; Chirag Vyas; Rudolph A. Aquilina; Sharmila Bhattacharya,26-May-2023,https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-77,True,Musculoskeletal diseases,Musculoskeletal diseases,direct,keyword,
OS-78,STS-106 Preflight,"This paragraph represents the ""Synapteogenesis in Microgravity"" experiment objective. 

The effects of spaceflight on nervous system development and neuromuscular synapse formation were tested in a model genetic organism, Drosophila melanogaster. Specific objectives were: 
1) To utilize the organism's genetic expression of a highly fluorescent mutant form of Green Fluorescent Protein (GFP) to visualize singly identified motoneurons and muscle targets as well as all aspects of the nervous system development
2) To examine the critical developmental times of Drosophila embryos and larvae for the effects of microgravity during spaceflight.","Both embryos and larvae at different stages in development were prepared, examined with fluorescent microscopy, and stored at 11 degrees C in order to arrest development. Specimens were housed on petri plates containing a culture medium in the incubator containment module (ICM) and launched on the STS-93 mission. The petri dishes were housed in seven Group Activation Packages (GAPs) within the ICM. At specific time points inflight, each GAP was heated to 25 degrees C to restart development for a set duration. Prior to landing and recovery, the GAPs were be cooled to 11 degrees C to halt development. Cell-specific Green Fluorescent Protein (GFP) expression methodologies were used to analyze the data. This allows targeting errors and subtle defects to be detected in a large sample set.","Results include data from prelaunch ground control preparation.

Files:
STS 106 (NIHB1) Development of stasis temperature.xls
STS 106 (NIHB1) Egglay Plates Launch attempts.doc
STS 106 (NIHB1) Egglay Schedule extended for STS-106.doc
STS 106 (NIHB1) Egglay Schedule for STS-106.doc
STS 106 (NIHB1) Flight sample timecourse.doc
STS 106 (NIHB1) Flight samples.doc",National Aeronautics and Space Administration (NASA),,,,0,,Haig S. Keshishian,Yale University,Debra Reiss- Bubenheim; Haig S. Keshishian; Chirag Vyas; Rudolph A. Aquilina; Sharmila Bhattacharya,26-May-2023,https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-78,True,Musculoskeletal diseases,Musculoskeletal diseases,direct,keyword,
OS-788,Gene Expression and Activity of DMEs and Transporters in Mouse Livers Exposed to Space Travel,"Experiment stemmed from a RR-1 liver tissues request.

Astronauts take a variety of medications for common ailments such as pain, congestion and motion sickness and insomnia that might precipitate undesirable effects such as adverse drug reactions (ADRs) and drug-drug interactions (DDIs). Space flight causes a number of physiological changes, which have the potential to alter the effect of medications on the body. Thus, astronauts may be at a higher risk of undesirable effects of medications, causing these medications to be toxic or ineffective. Safety/efficacy of medications are regulated by the enzymes and transporters which govern their pharmacokinetic (PK)/pharmacodynamic (PD) properties. To date, there is a lack of understanding of the impact of space travel on drug metabolizing enzymes (DMEs) and transporters. 

The central hypothesis for this research proposal is that expression and activity of DMEs/transporters are reduced in mouse livers which underwent space travel. Specifically, the aims are: 
Aim 1. To determine gene expression of DMEs and transporters in liver tissues from mice flown on a space mission. 
Aim 2. To determine protein expression of DMEs and transporters in liver tissues from mice flown on a space mission.","The major focus of the proposed research is to utilize bioinformatics approaches to determine the alterations in DMEs and transporters in liver tissues isolated from mice undergoing space travel.  

RNA will be isolated from the liver tissues of Rodent Research-1 mice obtained from NASA’s Biospecimen Sharing Program, and gene expression of the DMEs and transporters will be determined by DNA microarray analysis. Functional analysis of significant genes will be performed and confirmed by real-time PCR.   

Proteins will also be extracted from the liver tissues.  Reverse phase protein array (RPPA) will be used to analyze protein expression, and the results will be confirmed by immunoblotting with specific antibodies against DMEs and transporters.",No results generated from this research. PI was unable to extract a sufficient amount of good quality RNA.,National Aeronautics and Space Administration (NASA),,Space Biology,,0,,Romi Ghose,"University of Houston
",Romi Ghose,26-May-2023,https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-788,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,direct,keyword,
OS-916,Evaluating spaceflight-induced mitochondrial and zinc homeostasis changes in the murine brain,"Long-term spaceflight has been shown to cause neurodegeneration, neuroinflammation, and neurovascular damage. The potential promise of future deep-space missions reinforces our need to understand cellular changes in the brain and develop interventions to prevent immediate and late-emerging cognitive and behavioral changes. Mitochondrial dysfunction is believed to contribute to the onset and progression of neurodegeneration, while driving oxidative stress production also observed in spaceflight. Recent -omics studies show that, across multiple tissues and organisms, mitochondria are altered during spaceflight but with limited information about changes in the brain. Our proposed research will 1) characterize the effects of spaceflight on mitochondria protein markers in the brain and 2) define the role of zinc in mediating spaceflight-induced changes in neuronal mitochondria. Examining the cellular mechanisms that contribute to cognitive decline will help develop mitigation strategies not only for spaceflight but also neurodegenerative disease. 

Our proposed research seeks to examine the effects of spaceflight on neuronal mitochondrial and zinc-regulating proteins. With the female BALB/c mice flown aboard the International Space Station (ISS) in the RR3 mission for 33 days, we would like to monitor regulators of mitochondrial fragmentation, clearance, and ROS production then correlate these changes with expression of zinc-regulating proteins. We hypothesize that, as observed in other tissue, mitochondrial proteins will be differentially expressed in the brain after spaceflight. Given the role of zinc in mediating mitochondrial changes in neurodegeneration, we also anticipate increased expression of zinc-regulating proteins after spaceflight.","Samples: We are making the general request for all ISS related RR3 brains from mice, including the flight group (FLT) and controls for basal (B) and ground control (GC), which were housed on earth at the same time. (Mice treated with countermeasures are fine for our work.) The requested tissue will be used to quantify the expression of mitochondrial and zinc proteins through Western blotting. Due to limited preservation methods used on the ISS at the time of RR3, the tissue requested is best suited for Western blot analysis. All antibodies will be pretested with similar wildtype murine tissue then validated in excess basal samples before use in FLT and GC. Preliminary studies will be performed on Baseline to validate our approach and provide experimental evidence, and then we will proceed with Flight and Ground samples. 

Western blotting: Western blotting will be used to quantify protein levels of mitochondrial markers in the brain, listed below (Table 1). As measures of oxidative stress, we will also assess total protein nitrosylation, nitration, and 4-hydroxynonenal adduction, previously done in soleus muscle post-spaceflight by collaborator Dr. Val Fajardo. We anticipate that these markers of oxidative stress will be elevated in the flight group. Western blotting will also be done to study changes in key zinc binding proteins responsible for zinc homeostasis (Table 1).

Statistical analysis: Our analyses will compare the following groups: FLT, B, GC. We will conduct a one-way ANOVA to determine the statistical significance of differences in protein expression between these groups. We anticipated there will be difference in the flight group from B and GC groups.","Experiment in progress, results pending.",National Aeronautics and Space Administration (NASA),,Space Biology,,0,,Sally Kim,,Sally Kim,"June 07, 2023",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-916,True,Neurological diseases; Women's health; Musculoskeletal diseases; Mental health,Neurological diseases,direct,keyword,
OS-919,Partial Gravity and Sex-Difference Effects on the Venous Circulation,"The main objective of this and Space Biology (as part of the Biological and Physical Sciences division) research is to build a better understanding of how spaceflight affects living systems in spacecraft such as the International Space Station (ISS), or in ground-based experiments, and to prepare for future human exploration missions far from Earth. The experiments we conduct examine how astronauts, plants, and animals regulate and sustain their growth in space. I will be studying how physiological processes of organisms adapting to different states of gravity (e.g. micro-, Lunar-, and Martian-gravity) occur. This will be done across the spectrum of biological organization, from molecules to cells, from tissues and organs, and from systems to whole organisms. In addition to providing useful information on how living organisms adapt to spaceflight, the discoveries I will be making from space biology research have enormous implications for life on Earth. For example, these research findings provide a new perspective of biological and medical adaptations through discovery of new pathways, interactions, and processes that factors such as gravity influence, and in turn allow us to explore terrestrial medical conditions from new perspectives.

Specific Aims
- Proposed objective: there are currently no data of spaceflight venous adaptations. My study will investigate venous adaptations in simulated micro-, Lunar-, and Martian-gravity, as well as explore sex differences, to address this knowledge gap.
- Specific Aim 1: To investigate the effects of simulated micro-, Lunar, and Martian gravity on the venous circulation, including function, structure, and biomolecular pathways that regulate function in male and female rats.","Methods include:
- Myography, to measure physiological function
- Histology, to measure structural adaptations
- Proteomic analyses, to measure global venous tissue protein pathways
- Immunofluorescence analyses, to measure and see cell-type specific protein adaptations of key vascular pathways, as well specific pathways identified by proteomic analyses modulated from experimental conditions","Experiment in progress, results pending.",National Aeronautics and Space Administration (NASA),Cardiovascular Physiology,Space Biology,,0,,Anand Narayanan,"Florida State University
",Anand Narayanan; Michael Delp,"July 18, 2023",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-919,True,Cardiovascular diseases; Women's health,Cardiovascular diseases,direct,keyword,
OS-917,"Characterization of Fungal Biofilm (Molds) Formation, Growth, and Gene Expression on Different Materials in Microgravity","Biofilm formation and its concomitant risk of causing equipment malfunction and human illnesses is a problem that needs to be addressed to enable safe long-term human space exploration. With that objective, this proposal aims to characterize biofilm growth during one International Space Station (ISS) increment in terms of mass, thickness, morphology, and associated gene expression using different spaceflight relevant material substrata.","The experiment is designed to assess the expression of genes associated with conferring microorganisms with resistance to oxidative stress, acidity, and antimicrobials in biofilms formed in space, and to determine physical mechanisms of material/microorganisms interaction in biofilms. The experiment will be conducted using spaceflight-compatible well plates housing substrata coupons exposed to different microorganisms and media. Post-flight analyses of fixed samples include confocal laser scanning microscopy and RNA sequencing.","The significance of this project stems from gaining valuable new knowledge that may lead to improved methods and/or material properties for controlling biofilm formation during long duration space missions. The selection of fungal species and substrata material make the results applicable toa) the safety and maintenance of crewed spacecraft, b) planetary protection, c) mitigation of biofilm- associated illnesses on the crew, and d) biofilm-associated illnesses on Earth, thus making it relevant not only to this ResearchAnnouncement, but also to NASA’s Space Biology Program, and Human Research Roadmap.",National Aeronautics and Space Administration (NASA),Microbiology,,,0,,,,,"August 24, 2023",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-917,True,Cardiovascular diseases; Kidney diseases,Cardiovascular diseases,indirect,ai,
OS-885,"Probing the synergistic effects of radiation, altered gravity and stress on behavioral cognitive and sensorimotor functions to predict performance decrement in astronauts","The central hypothesis of this proposal is that (a) exposure to CSS induces inflammatory responses and loss of synaptic integrity in behavior-controlling brain subregions that differ between males and females, (b) correlates of CNS inflammation are detectable in peripheral blood, and (c) quantitative measures of CNS tissue and plasma responses after CSS exposures can be used to build predictive models of differential susceptibility of males and females for long-term loss of sensorimotor, behavioral and cognitive functions.

Aim 1. Characterize the relative contributions of radiation, social and gravity stressors on sensorimotor, behavioral and cognitive functions and their possible synergistic interactions.

Aim 2. Investigate the quantitative relationships between neuroinflammation and synaptic changes in mice with sensorimotor, behavioral and cognitive deficits following combined spaceflight stress.

Aim 3. Characterize the molecular profiles in peripheral blood of mice exposed to CSS to develop surrogate blood biomarkers of susceptibility and resistance for specific behavioral impairments.

Aim 4. Integrate the relationships between tissue damage markers and behavior phenotypes in male and female mice exposed to space stressors, and develop multivariate models that predict impaired performance for behaviors that are relevant to astronauts on deep space
missions.","The proposed research plan will determine whether each of the behavioral phenotypes evaluated in this project show sex differences and whether those differences are associated with different effects on synaptic function and inflammation. 

Taken together, our previous studies demonstrate that microgravity, radiation exposure and IS investigated separately can induce robust inflammatory and neuronal changes that are associate in a sex-dependent manner with behavioral deficits. The proposed research plan will expose animals to combination of stressors and evaluated a panel of behavioral phenotypes measured in each animal, and quantitative relationships of cellular and molecular damage markers evaluated in each animal for the purpose of building a multivariate model that uses tissue damage markers to predict the susceptibility for specific behavior decrement in males and females.",This experiment is currently in progress. Results will be available at the conclusion of the study.,National Aeronautics and Space Administration (NASA),"Developmental biology
Radiation biology
Network physiology",,,2,Microglia depletion and cognitive functions after brain injury: From trauma to galactic cosmic ray | Microglia: Ally and Enemy in Deep Space,Susanna Rosi,,Susanna Rosi; Adam Ferguson,24-Aug-2023,https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-885,True,Neurological diseases; Women's health; Mental health,Neurological diseases,direct,keyword,
OS-780,Determining Muscle Strength in Space-Flown Caenorhabditis elegans,"A major impediment to long-duration space travel is loss of muscle mass and strength during spaceflight. Surprisingly, the small worm Caenorhabditis elegans is a good, cost-effective model for studying the effects of spaceflight upon muscle. Our past experiments on Earth and on the International Space Station (ISS) have shown that the expression of key muscle genes that encode members of a muscle attachment complex is reduced in C. elegans during spaceflight. A key open question is if and how these changes in gene expression result in reduced muscle strength i n response to spaceflight. While reduced force production is documented for astronauts, it is yet to be demonstrated for C. elegans. Our proposed studies have important spin out implications for sarcopenia (an urgent public health problem on Earth) and may produce a terrestrial model for testing potential therapeutic interventions for muscle strength decline in flight.

Aims:
1. Demonstrate the flight readiness of a miniaturized device (NemaFlex) for quantitative characterization of muscle strength of C. elegans

2. Test the hypothesis that muscle strength decreases in flight as a result of altered muscle gene expression in the nematode

3. Quantify muscle strength loss in spaceflight across multiple nematode generations","To address this critical knowledge gap, we developed a tin y new device that enables continuous measurement of worm muscle forces. Using this device, on Earth, we have shown that defects in muscle attachment complexes lead to decline in worm muscle strength. Motivated by these past flight data and ground results, we propose to (a) demonstrate the flight-readiness of our miniaturized device for quantitative characterization of muscle strength of C. elegans, (b) test our hypothesis, based on past flight data, that muscle strength decreases in flight as a result of altered muscle gene expression in the worm, and (c) quantify muscle strength loss in spaceflight across multiple worm generations. Successful measurements of muscle strength in flight will make C. elegans a much more complete and comprehensive genomic model for muscle physiology, enabling meaningful translation of discoveries made in C. elegans to astronauts.",This experiment is currently in progress.  Results will be available at the conclusion of the study.,National Aeronautics and Space Administration (NASA),Developmental biology,,,16,"FTIR imaging detects diet and genotype-dependent chemical composition changes in wild type and mutant C. elegans strains | Roll maneuvers are essential for active reorientation of Caenorhabditis elegans in 3D media | NemaFlex: a microfluidics-based technology for standardized measurement of muscular strength of C. elegans | Muscle strength deficiency and mitochondrial dysfunction in a muscular dystrophy model of C. elegans and its functional response to drugs | Worms in Space for Outreach on Earth: Space Life Science Activities for the Classroom | Pluronic gel-based burrowing assay for rapid assessment of neuromuscular health in C. elegans | Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration | Molecular Muscle Experiment: Hardware and Operational Lessons for Future Astrobiology Space Experiments | Ankyrin Is An Intracellular Tether for TMC Mechanotransduction Channels | Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways | A Region of UNC-89 (Obscurin) Lying between Two Protein Kinase Domains Is a Highly Elastic Spring Required for Proper Sarcomere Organization | NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans | Mitochondrial hydrogen sulfide supplementation improves health in the C. elegans Duchenne muscular dystrophy model | Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans | Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity | Investigating the correlation of muscle function tests and sarcomere organization in C. elegans",,,,06-Sep-2023,https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-780,True,Musculoskeletal diseases,Musculoskeletal diseases,direct,keyword,
OS-921,Feasibility study: Use of Neural Networks to Predict Adaptability and Multiday Performance Saving in Dual Motor-Cognitive Tasks After Exposure to Space Flight Stressors,"This proposal will use a rodent model of space flight stressors (SFS), including space radiation (SR) and sleep disruptions (SD), that are known to impair mission-relevant performance that is dependent on cognitive and sensorimotor systems. Astronauts must engage in complex tasks that rely on the integration of information from these multiple systems simultaneously, both independently and cooperatively in team cohesion while on deep space missions. Engagement in multiple tasks at once, or dual tasks, is very common, such as navigating (i.e., walking or floating in space) through the environment while operating a device (i.e., tablet or radio). Independent, or individual, dual task performance has been shown to be disrupted in astronauts on both short and long duration space missions that was attributed to microgravity. Yet it is not known how SR and SD will impact performance during complex tasks, including adaptations to new stimuli and readaptations to old stimuli, nor whether these deficits will extend to team cohesion beyond the individual, which is critical for performance and mission success. Surprisingly, no work to-date has examined dual task performance in a rodent model of SFS.

Dual tasks involve performance in multiple systems simultaneously and provide the opportunity to evaluate adaptations, readaptations, and multiday performance savings in rodents and humans. Savings refers to faster relearning, or gains in performance that come from repetition on a task. Both savings and adaptations are imperative to mission success with exposure to SFS and varying task demands. Therefore, the main objectives of this proposal are two-fold: 1. To evaluate the impact of SFS, alone and combined, on neural activity during dual tasks, periods of inactivity, and sleep, and 2. to assess the feasibility of using neural activity to predict subsequent adaptations and multiday performance savings.","To accomplish these research objectives, neural recording techniques will be used to establish system wide SFS effects on independent and cooperative (team cohesion) dual task performance and to characterize the neural mechanisms underlying adaptations and savings as well as the feasibility of predicting future performance. Our state-of-the-art established wireless neural recording techniques will be conducted while rats perform versions of the behavioral assessments that vary in complexity and during offline periods of inactivity (i.e., neural replay) to examine cognitive, sensorimotor, and vestibular function. Sleep disruptions are commonly reported among astronauts which have deleterious effects on performance, including reaction time. Therefore, we will also investigate the initial effects of SR exposure on neural activity during sleep, as well as the effect of SD on sleep characteristics (spindles, stage duration). In addition, we will assess the feasibility of predicting neural network function, adaptation and savings, from sleep characteristics, including sleep stage durations and sleep spindles that are critical to memory.",Results Pending.,National Aeronautics and Space Administration (NASA),,Space Biology,,0,,,,,"September 11, 2023",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-921,True,Neurological diseases; Mental health,Neurological diseases,direct,keyword,
OS-830,Behavior of Mice Aboard the International Space Station,"This study presents the first detailed behavioral analysis of mice flown in the NASA Rodent Habitat on the International Space Station (ISS) as part of the NASA Rodent Research-1 (RR1) mission. Behavior comprises a remarkably well-integrated representation of the biology of the whole animal that informs overall neural and physiological status. Behavior not only ensures survival and reproductive success, it also provides a means by which the animal can control its environment to promote homeostasis3. Behavioral analysis can reveal how animals acclimate to the space environment, and how altered physical activity, feeding, drinking, circadian shifts, social interactions may alter other experimental measures. Without knowing what an animal is doing in space, it can be difficult to interpret findings acquired from a single organ, tissue, cell type or signaling pathway.","Following 4-day transit from Earth to ISS, video images were acquired on orbit from 16-and 32-week-old female mice. Spaceflown mice engaged in a full range of species-typical behaviors. Physical activity was greater in younger flight mice as compared to identically-housed ground controls, and followed the circadian cycle. Within 7–10 days after launch, younger (but not older), mice began to exhibit distinctive circling or 'race-tracking' behavior that evolved into coordinated group activity. Organized group circling behavior unique to spaceflight may represent stereotyped motor behavior, rewarding effects of physical exercise, or vestibular sensation produced via self-motion. Affording mice the opportunity to grab and run in the RH resembles physical activities that the crew participate in routinely. Our approach yields a useful analog for better understanding human responses to spaceflight,
providing the opportunity to assess how physical movement influences responses to microgravity.","Summarized and analyzed data of the Mission outcome, Video image quality, Behavior of validation mice, and Behavior of experimental versus validation mice can be found in the Behavior of mice aboard the International Space Station publication cited below.

Ronca, A.E., Moyer, E.L., Talyansky, Y. et al. Behavior of mice aboard the International Space Station. Sci Rep 9, 4717 (2019) doi:10.1038/s41598-019-40789-y",National Aeronautics and Space Administration (NASA),,,,1,Behavior of Mice Aboard the International Space Station,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-830,True,Neurological diseases; Women's health; Mental health,Neurological diseases,direct,keyword,
