osID,title,objectives,approach,results,sponsoringAgency,researchAreas,nasaPrograms,factors,publications_count,publication_titles,principal_investigator,pi_institution,all_people,releaseDate,source_url
SSRE-ACOUSTIC-DIAGNOSTICS,Acoustic Upgraded Diagnostics In-Orbit,,,,European Space Agency (ESA),Human Research,"ISS Expedition 59/60, 61/62, 63, 65, 67, 69, 66",,3,"Moleti A, Minniti T, Sharma Y, Russo A, Civiero A, Orlando MP, MacGregor R, Lucertini M, D'Amico A, Pennazza G, Santonico M, Zompanti A, Crisafi A, Deffacis M, Sapone R, Mascetti G, Vadrucci M, Valentini G, Castagnolo D, Botti T, Cerini L, Sanjust F, Sisto R. Otoacoustic estimate of astronauts' intracranial pressure changes during spaceflight. JARO-Journal of the Association for Research in Otolaryngology. 2024 September 13; 25: 563–573. DOI: 10.1007/s10162-024-00962-1. | Moleti A, D'Amico A, Orlando MP, Pennazza G, Santonico M, Zompanti A, Pezzilli R, Zupo G, Sisto R, Cerini L, Sanjust F, Iarossi S, De Luca M, Lo Castro F, Deffacis M, Trichilo M, Crisafi A, Di Tana V, Piacenza C, Lepore P, Castagnolo D, Piccirillo S, Valentini G, Mascetti G. Mission beyond: The Acoustic Diagnostics Experiment on board the International Space Station. Aerotecnica Missili & Spazio. 2020 May 23; 99: 79-85. DOI: 10.1007/s42496-020-00042-6. | Moleti A, Zompanti A, Sanjust F, D'Amico A, Pennazza G, Trichilo M, Orlando MP, Cerini L, Deffacis M, Santonico M, Sisto R, Crisafi A. Is there a risk for the astronauts' hearing in a microgravity environment? The Acoustic Diagnostics experiment on board the ISS. 2019 IEEE International Conference on Environment and Electrical Engineering and 2019 IEEE Industrial and Commercial Power Systems Europe, Genova, Italy; 2019 June. 1-4. DOI: 10.1109/EEEIC.2019.8783968.","Arturo Moleti, Dipartimento di Fisica, Università di Roma Tor Vergata","Dipartimento di Fisica, Università di Roma Tor Vergata, Rome, Italy","Arturo Moleti, Dipartimento di Fisica, Università di Roma Tor Vergata",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ACOUSTIC-TO-MANIPULATE-FLUIDS,Acoustic to Manipulate Fluids,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 67, 66",,0,,Likun Zhang,"University of Mississippi, University, MS, United States",Likun Zhang,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ACQUIRED-EQUIVALENCE-TEST,Association Learning and Connected Memory Processes in Microgravity,,,,National Aeronautics and Space Administration (NASA),Human Research,ISS Expedition 73,,0,,Attila Nagy,"University of Szeged, Szeged, Hungary",Attila Nagy,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ACTIN,Role of Weightlessness on Metabolism,,,,European Space Agency (ESA),Biology and Biotechnology,"ISS Expedition 8, 9",,2,"Moes MJ, Bijvelt JJ, Boonstra J. Actin dynamics in mouse fibroblasts in microgravity. Microgravity Science and Technology. 2007 September; 19(5-6): 180-183. DOI: 10.1007/BF02919477. | Moes MJ, Gielen JC, Bleichrodt R, van Loon JJ, Christianen PC, Boonstra J. Simulation of microgravity by magnetic levitation and random positioning: effect on human A431 cell morphology. Microgravity Science and Technology. 2010 March 17; 23: 249-261. DOI: 10.1007/s12217-010-9185-x.",Johannes Boonstra,"Utrecht University, Utrecht, Netherlands",Johannes Boonstra,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ACTIVE-COLLOIDS-IN-MICROGRAVITY,Active Colloids in Microgravity,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 69, 71",,0,,Alicia Boymelgreen,"Space Tango, Inc., Lexington, KY, United States",Alicia Boymelgreen; Jarrod Schiffbauer,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ACTIVE-TISSUE-EQUIVALENT-DOSIMETER,Active Tissue Equivalent Dosimeter,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,"ISS Expedition 53/54, 55/56, 57/58",,1,"Hayes BM, Causey OI, Gersey BB, Benton ER. Active tissue equivalent dosimeter: A tissue equivalent proportional counter flown onboard the International Space Station. Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment. 2022 April 1; 1028: 166389. DOI: 10.1016/j.nima.2022.166389.",Eric Benton,"Oklahoma State University, Stillwater, OK, United States",Eric Benton,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADCS-IN-MICROGRAVITY,Efficacy and Metabolism of Azonafide Antibody-Drug Conjugates (ADCs) in Microgravity,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 51/52, 53/54, 65, 64",,0,,Sourav Sinha,"BioServe Space Technologies, Boulder, CO, United States",Sourav Sinha,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADF-OTOLITH,Avian Development Facility - Development and Function of the Avian Otolith System in Normal Altered Gravity Environments,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 4,,1,"Hughes I, Blasiole B, Huss D, Warchol ME, Rath NP, Hurle B, Ignatova E, Dickman JD, Thalmann R, Levenson R, Ornitz DM. Otopetrin is required for otolith formation in the zebra fish Danio rerio. Developmental Biology. 2004 December 12; 276(2): 391-402. DOI: 10.1016/j.ydbio.2004.09.001.",J. Dickman,"NASA Ames Research Center, Moffett Field, CA, United States",J. Dickman,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADF-SKELETAL,Avian Development Facility - Skeletal Development in Embryonic Quail,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 4,,1,"Doty SB, Vico L, Wronski T, Morey-Holton ER. Use of Animals Models to Study Skeletal Effects of Space Flight. Advances in Space Biology and Medicine. 2005; 10: 209-224.",Stephen Doty,"NASA Ames Research Center, Moffett Field, CA, United States",Stephen Doty,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADIDAS-BOOST,BOOST Orbital Operations on Spheroid Tessellation,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,ISS Expedition 61/62,,0,,Henry Hanson,"Nanoracks LLC, Webster, TX, United States",Henry Hanson,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADIDAS-OS-SPIN,adidas OS Rotation-Induced Characteristics of a Sphere,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 59/60, 61/62, 65, 64",,0,,Mark Henderson,"Nanoracks LLC, Webster, TX, United States",Mark Henderson,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-PHASE-SEPARATION,Active Liquid-Liquid Phase Separation,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 73,,0,,Zvonimir Dogic,"Redwire Space Technologies, Greenville, IN, United States",Zvonimir Dogic,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-PIL-04,Pharmaceutical In-space Laboratory &ndash; 04 (PIL-04),,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 71,,1,"Mulligan MK, Tuma S, Mullins S, Savin KA, Wilson AM. Protein Crystallization in Microgravity: Commercialization and the Next Chapter. Current Stem Cell Reports. 2025 September 12; 11(1): 6. DOI: 10.1007/s40778-025-00248-z.",Kevin Savin,"Redwire Space Technologies, Greenville, IN, United States",Kevin Savin,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-PIL-05,Pharmaceutical In-space Laboratory &ndash; 05 (PIL-05),,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 72,,1,"Mulligan MK, Tuma S, Mullins S, Savin KA, Wilson AM. Protein Crystallization in Microgravity: Commercialization and the Next Chapter. Current Stem Cell Reports. 2025 September 12; 11(1): 6. DOI: 10.1007/s40778-025-00248-z.",Robert Garmise,"Redwire Space Technologies, Greenville, IN, United States",Robert Garmise,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-PIL-06,Pharmaceutical In-space Laboratory &ndash; 06 (PIL-06),,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 72,,1,"Mulligan MK, Tuma S, Mullins S, Savin KA, Wilson AM. Protein Crystallization in Microgravity: Commercialization and the Next Chapter. Current Stem Cell Reports. 2025 September 12; 11(1): 6. DOI: 10.1007/s40778-025-00248-z.",Kenneth Savin,"Redwire Space Technologies, Greenville, IN, United States",Kenneth Savin,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-PIL-07,Pharmaceutical In-space Laboratory &ndash; 07 (PIL-07),,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 72,,1,"Mulligan MK, Tuma S, Mullins S, Savin KA, Wilson AM. Protein Crystallization in Microgravity: Commercialization and the Next Chapter. Current Stem Cell Reports. 2025 September 12; 11(1): 6. DOI: 10.1007/s40778-025-00248-z.",John Barnett,"Redwire Space Technologies, Greenville, IN, United States",John Barnett,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-PIL-08,Pharmaceutical In-space Laboratory &ndash; 08 (PIL-08),,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 73, 74",,1,"Mulligan MK, Tuma S, Mullins S, Savin KA, Wilson AM. Protein Crystallization in Microgravity: Commercialization and the Next Chapter. Current Stem Cell Reports. 2025 September 12; 11(1): 6. DOI: 10.1007/s40778-025-00248-z.",Kevin Savin,"Redwire Space Technologies, Greenville, IN, United States",Kevin Savin,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-PIL-09,Pharmaceutical In-space Laboratory &ndash; 09 (PIL-09),,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 74, 75",,1,"Mulligan MK, Tuma S, Mullins S, Savin KA, Wilson AM. Protein Crystallization in Microgravity: Commercialization and the Next Chapter. Current Stem Cell Reports. 2025 September 12; 11(1): 6. DOI: 10.1007/s40778-025-00248-z.",Robert Garmise,"Redwire Space Technologies, Greenville, IN, United States",Robert Garmise,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-ICC,ADSEP Industrial Crystallization Cassette Technology Demonstration,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,ISS Expedition 73,,0,,Kevin Savin,"Redwire Space Technologies, Greenville, IN, United States",Kevin Savin,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-MOF,Assessing the Effect of Microgravity on Growth and Properties of Metal-Organic Framework (MOF) Crystals,,,,National Aeronautics and Space Administration (NASA),Physical Science,ISS Expedition 72,,0,,Debbie Senesky,"Redwire Space Technologies, Greenville, IN, United States",Debbie Senesky; Roya Maboudian; Carlo Carraro,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-PIL-01,Pharmaceutical In-space Laboratory &ndash; 01,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 70,,1,"Mulligan MK, Tuma S, Mullins S, Savin KA, Wilson AM. Protein Crystallization in Microgravity: Commercialization and the Next Chapter. Current Stem Cell Reports. 2025 September 12; 11(1): 6. DOI: 10.1007/s40778-025-00248-z.",Emily Guinn,"Redwire Space Technologies, Greenville, IN, United States",Emily Guinn; Ken Qian,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-PIL-02,In-Space Production Application &ndash; Pharmaceutical In-space Laboratory &ndash; 02 (InSPA-PIL-02),,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 70, 71",,1,"Mulligan MK, Tuma S, Mullins S, Savin KA, Wilson AM. Protein Crystallization in Microgravity: Commercialization and the Next Chapter. Current Stem Cell Reports. 2025 September 12; 11(1): 6. DOI: 10.1007/s40778-025-00248-z.",Frances Tung,"Redwire Space Technologies, Greenville, IN, United States",Frances Tung; Kevin Savin,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-PIL-03,Pharmaceutical In-space Laboratory-03,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 70, 71",,1,"Mulligan MK, Tuma S, Mullins S, Savin KA, Wilson AM. Protein Crystallization in Microgravity: Commercialization and the Next Chapter. Current Stem Cell Reports. 2025 September 12; 11(1): 6. DOI: 10.1007/s40778-025-00248-z.",Kenneth Savin,"Redwire Space Technologies, Greenville, IN, United States",Kenneth Savin; Anne Wilson,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-PIL-10,Pharmaceutical In-space Laboratory – 10 (PIL-10),,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 74, 75",,1,"Mulligan MK, Tuma S, Mullins S, Savin KA, Wilson AM. Protein Crystallization in Microgravity: Commercialization and the Next Chapter. Current Stem Cell Reports. 2025 September 12; 11(1): 6. DOI: 10.1007/s40778-025-00248-z.",Catriona Jamieson,"Redwire Space Technologies, Georgetown, IN, United States",Catriona Jamieson,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-PIL-11,<span>Pharmaceutical In-space Laboratory – 11</span>,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 73, 74",,1,"Mulligan MK, Tuma S, Mullins S, Savin KA, Wilson AM. Protein Crystallization in Microgravity: Commercialization and the Next Chapter. Current Stem Cell Reports. 2025 September 12; 11(1): 6. DOI: 10.1007/s40778-025-00248-z.",Kenneth Savin,"Redwire Space Technologies, Greenville, IN, United States",Kenneth Savin,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-PIL-12,Pharmaceutical In-space Laboratory – 12 (PIL-12),,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 73, 74",,1,"Mulligan MK, Tuma S, Mullins S, Savin KA, Wilson AM. Protein Crystallization in Microgravity: Commercialization and the Next Chapter. Current Stem Cell Reports. 2025 September 12; 11(1): 6. DOI: 10.1007/s40778-025-00248-z.",Robert Garmise,"Redwire Space Technologies, Greenville, IN, United States",Robert Garmise,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-PIL-13,Pharmaceutical In-space Laboratory – 13&nbsp,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 73, 74",,1,"Mulligan MK, Tuma S, Mullins S, Savin KA, Wilson AM. Protein Crystallization in Microgravity: Commercialization and the Next Chapter. Current Stem Cell Reports. 2025 September 12; 11(1): 6. DOI: 10.1007/s40778-025-00248-z.",Kevin Savin,"Redwire Space Technologies, Greenville, IN, United States",Kevin Savin,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADSEP-UMAMI,Understanding of Microgravity on Animal-Microbe Interactions,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 65,,1,"Koch EJ, Conesa A, Garrett TJ, Ormsby R, Bohl R, Reed DW, Foster JS. Beneficial microbes mitigate molecular stress responses and accelerate developmental pathways in host animals during spaceflight. Frontiers in Space Technologies. 2026 March 18; 7: 19pp. DOI: 10.3389/frspt.2026.1791484.",Jamie Foster,"Techshot, Inc., Greenville, IN, United States",Jamie Foster,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADUM,Advanced Diagnostic Ultrasound in Microgravity,,,,National Aeronautics and Space Administration (NASA),Human Research,"ISS Expedition 8, 9, 10, 11, 12",,8,"Providing health care in rural and remote areas: lessons from the International Space Station. Bulletin of the World Health Organization. 2016 January 1; 94(1): 73-74. DOI: 10.2471/BLT.15.162628. | Fincke EM, Padalka GI, Lee D, van Holsbeeck M, Sargsyan AE, Hamilton DR, Martin DS, Melton SL, McFarlin K, Dulchavsky SA. Evaluation of Shoulder Integrity in Space: First Report of Musculoskeletal US on the International Space Station. Radiology. 2005; 234(2): 319-322. DOI: 10.1148/radiol.2342041680. | Foale CM, Kaleri AY, Sargsyan AE, Hamilton DR, Melton SL, Martin DS, Dulchavsky SA. Diagnostic instrumentation aboard ISS: just in time training for non-physician crewmembers. Aviation, Space, and Environmental Medicine. 2005; 76: 594-598. | Dulchavsky SA, Sargsyan AE, Garcia KM, Melton SL, Ebert DJ, Hamilton DR. Intuitive ultrasonography for autonomous medical care in limited-resource environments. Acta Astronautica. 2011 May; 68(9-10): 1595-1607. DOI: 10.1016/j.actaastro.2009.08.024. | Sargsyan AE, Hamilton DR, Melton SL, Amponsah D, Marshall NE, Dulchavsky SA. Ultrasonic evaluation of pupillary light reflex. Critical UltraSound Journal. 2009; DOI: 10.1007/s13089-009-0012-9. | Hamilton DR, Sargsyan AE, Martin DS, Garcia KM, Melton SL, Feiveson AH, Dulchavsky SA. On-orbit prospective echocardiography on International Space Station crew. Echocardiography. 2011 May; 28(5): 491-501. DOI: 10.1111/j.1540-8175.2011.01385.x. | Chiao LN, Sharipov S, Sargsyan AE, Melton SL, Hamilton DR, McFarlin K, Dulchavsky SA. Ocular examination for trauma; clinical ultrasound aboard the International Space Station. Journal of Trauma: Injury Infection and Critical Care. 2005; 58(5): 885-889. DOI: 10.1097/01.TA.0000162456.37962.01. | Sargsyan AE, Hamilton DR, Jones JA, Melton SL, Whitson PA, Kirkpatrick AW, Martin DS, Dulchavsky SA. FAST at MACH 20: Clinical Ultrasound Aboard the International Space Station. Journal of Trauma: Injury Infection and Critical Care. 2005 January; 58(1): 35-39. DOI: 10.1097/01.TA.0000145083.47032.78.",Scott Dulchavsky,"NASA Johnson Space Center, Human Research Program, Houston, TX, United States",Scott Dulchavsky,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADVANCED-NANO-STEP,"Effects of Impurities on Perfection of Protein Crystals, Partition Functions, and Growth Mechanisms",,,,Japan Aerospace Exploration Agency (JAXA),Physical Science,"ISS Expedition 51/52, 53/54, 59/60, 61/62, 63, 65, 67, 68, 69, 66",,2,"Tsukamoto K, Furukawa E, Dold P, Yamamoto M, Tachibana M, Kojima K, Yoshizaki I, Vlieg E, Gonzalez-Ramirez LA, Garcia-Ruiz JM. Higher growth rate of protein crystals in space than on the Earth. Journal of Crystal Growth. 2023 February 1; 603: 127016. DOI: doi.org/10.1016/j.jcrysgro.2022.127016. | Suzuki Y, Ninomiya A, Fukuyama S, Shimaoka T, Nagai M, Inaka K, Yanagiya S, Sone T, Wachi S, Kawaguchi S, Arai Y, Tsukamoto K. Highly purified glucose isomerase crystals under microgravity conditions grow as fast as those on the ground do. Crystal Growth and Design. 2022 December 7; 22(12): 7074-7078. DOI: https://doi.org/10.1021/acs.cgd.2c00751.",Yoshihisa Suzuki,"Japan Aerospace Exploration Agency, Tsukuba, Japan",Yoshihisa Suzuki,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ADVASC,Advanced Astroculture<sup>TM</sup>,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 2, 4, 5",,14,"Zhou W. Advanced AstrocultureTM Plant Growth Unit: Capabilities and Performances. 35th International Conference on Environmental Systems, Rome, Italy; 2005. | Link BM, Wagner ER, Cosgrove DJ. The effect of a microgravity (space) environment on the expression of expansins from the peg and root tissues of Cucumis sativus. Physiologia Plantarum. 2001 October; 113(2): 293-300. DOI: 10.1034/j.1399-3054.2001.1130218.x. | Zhou W, Durst SJ, DeMars M, Stankovic B, Link BM, Tellez G, Meyers RA, Sandstrom PW, Abba JR. Performance of the Advanced ASTROCULTURETM plant growth unit during ISS-6A/7A mission. SAE Technical Paper. 2002; 2002-01-2280: DOI: 10.4271/2002-01-2280. | Duffie N, Zhou W, Oberstar E, Kornfeld M, Ptacek W. Design of a Crop Harvesting End Effector for the Robotic System used in the NASA JSC Biomass Production Chamber. SAE Technical Paper. 2003 July 7; 2003-01-2598: 6pp. DOI: 10.4271/2003-01-2598. | Negele T, Duffie N, Zhou W. Design of a Reconfigurable End Effector to be Integrated into the Robotic System used in the NASA JSC Biomass Production Chamber. SAE Technical Paper. 2002 July 15; 2002-01-2514: 7pp. DOI: 10.4271/2002-01-2514. | Zhou W, Turner M. Development of the Commercial Plant Biotechnology Facility for the International Space Station. SAE Technical Paper. 2000 July; 2000-01-2473: 8pp. DOI: 10.4271/2000-01-2473. | Zhou W, Duffie N. Performance of the ASTROCULTURE"" Plant Growth Chamber (ASC-8) during the STS-95 Mission. SAE Technical Paper. 2000 July 8-12; 2000-01-2474: 7pp. DOI: 10.4271/2000-01-2474. | Zhou W, Zeltner W, Meyers RA. Advanced Photocatalytic Ethylene Degradation Technology to Support Plant Research in the Enclosed Environment. SAE Technical Paper. 2003 July; 2003-01-2610: 7pp. DOI: 10.4271/2003-01-2610. | Stankovic B, Antonsen F, Johnsson A, Volkmann D, Sack FD. Autonomic straightening of gravitropically curved cress roots in microgravity. Advances in Space Research. 2001; 27(5): 915-919. DOI: 10.1016/s0273-1177(01)00189-2. | Link BM, Durst SJ, Zhou W, Stankovic B. Seed-to-seed growth of Arabidopsis Thaliana on the International Space Station. Advances in Space Research. 2003; 31(10): 2237-2243. DOI: 10.1016/S0273-1177(03)00250-3. | Stankovic B. 2001: A plant space odyssey. Trends in Plant Science. 2001; 6(12): 591-593. DOI: 10.1016/S1360-1385(01)02158-6. | Zabel P, Bamsey M, Schubert D, Tajmar M. Review and analysis of over 40 years of space plant growth systems. Life Sciences in Space Research. 2016 August; 10: 1-16. DOI: 10.1016/j.lssr.2016.06.004. | Burstyn J, Ellis AB, Green O, Smith NA. Photoluminescent ethylene sensors. United States Patent and Trademark Office. US7105274B2. 2006 September 12. | Link BM, Busse JS, Stankovic B. Seed-to-Seed-to-Seed Growth and Development of Arabidopsis in Microgravity. Astrobiology. 2014 October; 14(10): 866-875. DOI: 10.1089/ast.2014.1184.",Weijia Zhou,"University of Wisconsin at Madison, Wisconsin Center for Space Automation and Robotics, Madison, WI, United States",Weijia Zhou,,https://www.nasa.gov/mission/station/research-explorer/
